Category,Temperature_C,Moisture_percent,Storage_Days,pH,Fat_Percent,Titratable_Acidity,Color_Score,TVBN_Level,Ripeness_Index,Sugar_Content_Percent,Mold_Risk_Index,Temp_Deviation_Neg18,Oil_Rancidity_Index,Hygiene_Score,Risk_Score,Safety_Label
Beverage,4.9,96.2,19,3.55,,,,,,16.4,,,,,22.3,0
Beverage,7.5,94.4,20,3.64,,,,,,11.1,,,,,17.4,0
Beverage,4.4,97.7,19,3.20,,,,,,13.4,,,,,26.9,0
Beverage,4.3,96.3,10,3.43,,,,,,11.8,,,,,28.1,0
Beverage,8.6,97.3,13,3.49,,,,,,9.7,,,,,16.5,0
Beverage,9.7,93.0,4,3.56,,,,,,19.3,,,,,19.6,0
Beverage,8.2,90.3,3,3.35,,,,,,5.6,,,,,6.4,0
Beverage,11.3,91.1,6,3.60,,,,,,13.0,,,,,14.4,0
Beverage,9.5,94.3,8,3.24,,,,,,9.2,,,,,21.2,0
Beverage,9.0,92.7,10,3.04,,,,,,9.2,,,,,14.8,0
Beverage,11.3,95.9,15,3.61,,,,,,17.3,,,,,20.1,0
Beverage,9.8,96.6,18,3.45,,,,,,8.0,,,,,6.9,0
Beverage,11.5,91.0,19,3.23,,,,,,12.8,,,,,22.4,0
Beverage,8.6,93.2,22,3.33,,,,,,5.7,,,,,26.0,0
Beverage,11.3,92.0,17,3.42,,,,,,12.3,,,,,13.3,0
Beverage,7.0,92.2,7,3.42,,,,,,18.2,,,,,29.8,0
Beverage,6.8,94.6,5,3.47,,,,,,19.7,,,,,23.8,0
Beverage,4.2,92.1,7,3.53,,,,,,13.7,,,,,28.8,0
Beverage,9.8,97.3,13,3.26,,,,,,13.0,,,,,15.9,0
Beverage,33.9,94.6,48,5.68,,,,,,11.2,,,,,92.1,1
Beverage,32.2,96.4,70,6.89,,,,,,9.8,,,,,72.3,1
Beverage,29.0,94.8,50,5.54,,,,,,15.4,,,,,86.5,1
Beverage,28.6,95.9,69,5.83,,,,,,17.9,,,,,88.8,1
Beverage,28.0,93.1,88,5.58,,,,,,6.4,,,,,90.3,1
Beverage,34.7,96.1,77,6.89,,,,,,8.4,,,,,73.9,1
Beverage,33.3,97.4,34,5.84,,,,,,18.8,,,,,74.6,1
Beverage,31.0,91.8,56,6.09,,,,,,9.3,,,,,79.4,1
Beverage,36.5,90.9,32,5.83,,,,,,12.9,,,,,77.1,1
Beverage,35.6,94.0,76,6.98,,,,,,10.8,,,,,59.6,1
Beverage,30.1,93.1,72,6.20,,,,,,10.5,,,,,57.7,1
Beverage,28.8,96.9,58,6.86,,,,,,7.5,,,,,64.3,1
Beverage,28.0,91.6,79,5.87,,,,,,11.7,,,,,80.4,1
Beverage,31.5,91.0,55,6.93,,,,,,17.1,,,,,87.6,1
Beverage,30.7,92.1,60,6.26,,,,,,12.1,,,,,78.4,1
Beverage,34.9,95.2,54,5.76,,,,,,10.9,,,,,66.7,1
Beverage,28.4,92.8,34,5.60,,,,,,5.8,,,,,55.8,1
Beverage,29.9,90.7,37,6.27,,,,,,8.5,,,,,93.6,1
Beverage,31.8,91.3,74,6.27,,,,,,7.3,,,,,59.7,1
Beverage,34.0,91.7,49,6.32,,,,,,14.7,,,,,92.2,1
Beverage,30.3,90.9,39,6.79,,,,,,12.7,,,,,60.8,1
Beverage,31.7,94.1,35,5.68,,,,,,12.4,,,,,61.6,1
Beverage,33.8,92.6,68,6.39,,,,,,10.1,,,,,63.7,1
Beverage,32.9,96.5,72,6.74,,,,,,6.8,,,,,73.3,1
Beverage,31.0,97.2,63,6.75,,,,,,16.7,,,,,58.2,1
Beverage,37.0,96.1,78,5.79,,,,,,15.7,,,,,80.8,1
Beverage,28.9,93.1,89,5.67,,,,,,12.5,,,,,82.6,1
Beverage,32.0,94.3,42,6.65,,,,,,18.4,,,,,64.2,1
Beverage,34.2,97.6,70,6.81,,,,,,15.2,,,,,61.1,1
Beverage,33.4,95.4,72,5.84,,,,,,15.5,,,,,85.0,1
Beverage,29.5,91.4,32,5.72,,,,,,7.2,,,,,57.6,1
Beverage,29.9,91.4,73,6.36,,,,,,16.4,,,,,62.3,1
Bakery,22.2,17.3,2,,,,,,,,2.2,,,,12.6,0
Bakery,20.3,15.9,3,,,,,,,,2.9,,,,32.5,0
Bakery,18.9,15.4,2,,,,,,,,2.2,,,,12.4,0
Bakery,18.4,21.3,4,,,,,,,,2.0,,,,14.2,0
Bakery,20.0,23.0,2,,,,,,,,2.1,,,,10.3,0
Bakery,19.4,23.9,2,,,,,,,,1.7,,,,21.9,0
Bakery,21.3,18.6,5,,,,,,,,1.2,,,,17.0,0
Bakery,18.1,16.4,4,,,,,,,,3.7,,,,18.8,0
Bakery,19.2,24.5,2,,,,,,,,2.2,,,,28.9,0
Bakery,22.6,22.7,5,,,,,,,,1.6,,,,23.8,0
Bakery,19.6,22.6,5,,,,,,,,2.0,,,,26.8,0
Bakery,20.3,21.7,5,,,,,,,,3.1,,,,12.1,0
Bakery,20.1,19.7,4,,,,,,,,1.8,,,,16.3,0
Bakery,18.3,19.1,1,,,,,,,,2.9,,,,16.5,0
Bakery,19.6,23.7,4,,,,,,,,1.4,,,,22.9,0
Bakery,21.5,18.0,3,,,,,,,,2.3,,,,28.8,0
Bakery,22.3,17.1,3,,,,,,,,3.9,,,,14.3,0
Bakery,22.1,19.6,2,,,,,,,,3.8,,,,27.3,0
Bakery,22.0,17.6,4,,,,,,,,2.7,,,,28.5,0
Bakery,19.9,24.5,3,,,,,,,,1.0,,,,33.3,0
Bakery,19.9,16.6,2,,,,,,,,2.8,,,,10.8,0
Bakery,20.2,19.7,2,,,,,,,,2.2,,,,19.6,0
Bakery,19.3,20.1,2,,,,,,,,3.8,,,,14.5,0
Bakery,21.3,18.8,4,,,,,,,,2.1,,,,16.7,0
Bakery,18.5,15.5,4,,,,,,,,2.1,,,,22.0,0
Bakery,19.6,20.4,1,,,,,,,,2.9,,,,32.4,0
Bakery,22.9,20.4,1,,,,,,,,2.8,,,,24.3,0
Bakery,21.6,24.6,4,,,,,,,,3.0,,,,35.0,0
Bakery,22.5,24.9,1,,,,,,,,3.5,,,,23.7,0
Bakery,23.0,15.4,4,,,,,,,,3.6,,,,19.9,0
Bakery,19.9,24.5,3,,,,,,,,3.4,,,,11.9,0
Bakery,20.9,17.4,4,,,,,,,,1.6,,,,18.5,0
Bakery,22.9,24.6,1,,,,,,,,2.3,,,,34.2,0
Bakery,18.8,17.1,1,,,,,,,,2.4,,,,33.5,0
Bakery,21.0,18.8,3,,,,,,,,3.0,,,,21.1,0
Bakery,18.1,23.7,1,,,,,,,,3.2,,,,18.5,0
Bakery,20.2,15.1,5,,,,,,,,1.2,,,,11.6,0
Bakery,20.7,21.0,2,,,,,,,,2.6,,,,31.5,0
Bakery,20.4,24.3,3,,,,,,,,3.1,,,,13.3,0
Bakery,21.3,19.2,4,,,,,,,,3.4,,,,28.3,0
Bakery,20.7,22.3,1,,,,,,,,2.9,,,,26.9,0
Bakery,20.2,16.2,2,,,,,,,,3.5,,,,30.8,0
Bakery,21.4,23.4,1,,,,,,,,2.8,,,,31.3,0
Bakery,19.5,21.3,5,,,,,,,,1.1,,,,23.6,0
Bakery,20.6,15.7,2,,,,,,,,2.4,,,,31.4,0
Bakery,21.2,22.6,4,,,,,,,,3.6,,,,10.1,0
Bakery,21.2,22.9,2,,,,,,,,1.7,,,,21.4,0
Bakery,22.7,16.3,4,,,,,,,,2.0,,,,28.5,0
Bakery,30.9,47.5,13,,,,,,,,9.0,,,,88.6,1
Bakery,28.1,35.9,16,,,,,,,,7.8,,,,65.7,1
Bakery,31.9,46.3,15,,,,,,,,8.5,,,,92.2,1
Bakery,34.9,48.4,15,,,,,,,,8.0,,,,67.1,1
Bakery,31.6,49.9,16,,,,,,,,7.4,,,,76.6,1
Bakery,30.8,41.4,14,,,,,,,,9.7,,,,66.9,1
Bakery,31.3,48.8,18,,,,,,,,7.2,,,,67.0,1
Bakery,34.4,40.1,15,,,,,,,,9.1,,,,80.6,1
Bakery,31.8,39.8,15,,,,,,,,7.0,,,,72.3,1
Bakery,29.5,49.3,10,,,,,,,,9.8,,,,72.5,1
Bakery,35.4,37.8,17,,,,,,,,7.1,,,,94.0,1
Bakery,33.5,38.6,9,,,,,,,,9.1,,,,84.3,1
Bakery,31.9,48.5,13,,,,,,,,7.9,,,,76.7,1
Bakery,35.1,38.0,16,,,,,,,,7.7,,,,93.5,1
Bakery,31.0,41.7,14,,,,,,,,7.4,,,,72.5,1
Bakery,29.8,45.0,16,,,,,,,,9.4,,,,77.5,1
Bakery,29.8,37.1,8,,,,,,,,7.2,,,,69.0,1
Bakery,32.8,48.2,10,,,,,,,,9.3,,,,87.8,1
Bakery,32.9,40.9,13,,,,,,,,7.7,,,,78.8,1
Bakery,34.4,40.8,12,,,,,,,,7.8,,,,89.0,1
Bakery,29.9,45.1,18,,,,,,,,9.2,,,,69.5,1
Bakery,34.7,46.3,10,,,,,,,,7.3,,,,78.8,1
Bakery,32.0,36.8,11,,,,,,,,8.8,,,,80.6,1
Bakery,34.1,49.5,15,,,,,,,,7.6,,,,77.0,1
Bakery,31.4,41.2,10,,,,,,,,8.1,,,,90.0,1
Bakery,32.7,48.3,15,,,,,,,,9.3,,,,93.4,1
Bakery,35.3,47.9,13,,,,,,,,7.3,,,,85.8,1
Bakery,30.1,41.5,15,,,,,,,,9.6,,,,67.6,1
Bakery,33.5,42.4,14,,,,,,,,8.2,,,,85.4,1
Bakery,31.5,37.6,15,,,,,,,,9.3,,,,85.1,1
Bakery,30.5,35.0,13,,,,,,,,9.1,,,,89.8,1
Bakery,33.6,49.4,17,,,,,,,,8.8,,,,66.4,1
Frozen_Food,-19.5,65.6,41,,,,,,,,,0.0,,,8.9,0
Frozen_Food,-19.1,67.8,29,,,,,,,,,0.8,,,19.6,0
Frozen_Food,-19.4,77.4,50,,,,,,,,,1.2,,,29.2,0
Frozen_Food,-20.2,68.8,23,,,,,,,,,0.0,,,20.7,0
Frozen_Food,-21.2,79.6,42,,,,,,,,,1.7,,,11.9,0
Frozen_Food,-20.9,64.9,13,,,,,,,,,2.5,,,24.4,0
Frozen_Food,-20.8,60.4,24,,,,,,,,,0.5,,,23.3,0
Frozen_Food,-21.8,62.4,23,,,,,,,,,0.6,,,22.2,0
Frozen_Food,-19.6,75.8,13,,,,,,,,,1.4,,,32.8,0
Frozen_Food,-21.0,66.0,41,,,,,,,,,0.9,,,18.2,0
Frozen_Food,-20.8,79.5,20,,,,,,,,,2.5,,,29.6,0
Frozen_Food,-20.9,70.4,42,,,,,,,,,2.3,,,33.0,0
Frozen_Food,-19.1,69.3,35,,,,,,,,,0.5,,,25.7,0
Frozen_Food,-21.9,68.8,33,,,,,,,,,0.5,,,12.5,0
Frozen_Food,-21.5,70.8,48,,,,,,,,,0.6,,,8.8,0
Frozen_Food,-21.8,73.6,26,,,,,,,,,0.6,,,20.0,0
Frozen_Food,-20.6,66.8,12,,,,,,,,,2.1,,,24.3,0
Frozen_Food,-19.9,77.1,14,,,,,,,,,0.3,,,14.2,0
Frozen_Food,-20.6,62.3,45,,,,,,,,,0.8,,,28.1,0
Frozen_Food,-21.3,68.3,20,,,,,,,,,0.0,,,19.7,0
Frozen_Food,-21.9,72.5,40,,,,,,,,,0.1,,,15.5,0
Frozen_Food,-21.5,71.0,15,,,,,,,,,2.0,,,31.9,0
Frozen_Food,-21.2,70.5,41,,,,,,,,,0.6,,,29.7,0
Frozen_Food,-20.2,61.9,43,,,,,,,,,0.8,,,8.8,0
Frozen_Food,-19.8,60.2,38,,,,,,,,,1.5,,,19.5,0
Frozen_Food,-21.2,72.1,10,,,,,,,,,1.4,,,16.6,0
Frozen_Food,-21.0,76.2,44,,,,,,,,,0.6,,,26.2,0
Frozen_Food,-19.6,65.7,12,,,,,,,,,1.3,,,30.9,0
Frozen_Food,-20.5,66.0,43,,,,,,,,,1.9,,,19.4,0
Frozen_Food,-21.6,67.5,30,,,,,,,,,1.0,,,30.9,0
Frozen_Food,-21.6,64.7,44,,,,,,,,,1.2,,,27.4,0
Frozen_Food,-20.7,71.8,42,,,,,,,,,0.0,,,14.3,0
Frozen_Food,-20.5,66.0,44,,,,,,,,,0.6,,,23.8,0
Frozen_Food,-20.6,61.0,49,,,,,,,,,0.6,,,11.2,0
Frozen_Food,-19.1,77.0,17,,,,,,,,,0.2,,,31.2,0
Frozen_Food,-19.2,72.0,47,,,,,,,,,0.8,,,12.4,0
Frozen_Food,-21.1,75.2,28,,,,,,,,,1.9,,,20.9,0
Frozen_Food,-20.8,70.6,15,,,,,,,,,1.7,,,20.9,0
Frozen_Food,-21.4,78.1,30,,,,,,,,,2.7,,,22.6,0
Frozen_Food,-19.9,70.8,32,,,,,,,,,2.8,,,19.5,0
Frozen_Food,-20.7,69.3,42,,,,,,,,,1.0,,,22.8,0
Frozen_Food,-20.2,79.3,18,,,,,,,,,1.3,,,26.3,0
Frozen_Food,-19.3,68.9,15,,,,,,,,,1.6,,,31.6,0
Frozen_Food,-20.9,64.3,16,,,,,,,,,0.6,,,24.7,0
Frozen_Food,-20.2,65.1,36,,,,,,,,,2.2,,,10.0,0
Frozen_Food,-21.7,63.4,29,,,,,,,,,1.9,,,27.2,0
Frozen_Food,-21.2,74.9,15,,,,,,,,,1.4,,,17.1,0
Frozen_Food,-19.5,66.2,46,,,,,,,,,2.1,,,22.4,0
Frozen_Food,0.8,67.8,166,,,,,,,,,11.3,,,92.5,1
Frozen_Food,-2.5,70.2,158,,,,,,,,,24.5,,,84.6,1
Frozen_Food,0.2,62.4,103,,,,,,,,,11.7,,,84.0,1
Frozen_Food,2.2,64.8,81,,,,,,,,,17.5,,,83.6,1
Frozen_Food,-1.0,71.2,177,,,,,,,,,18.3,,,96.7,1
Frozen_Food,4.6,63.7,163,,,,,,,,,25.0,,,88.9,1
Frozen_Food,1.9,68.9,155,,,,,,,,,24.1,,,89.5,1
Frozen_Food,4.4,78.5,101,,,,,,,,,22.2,,,90.1,1
Frozen_Food,3.9,79.0,159,,,,,,,,,21.2,,,96.0,1
Frozen_Food,1.2,72.0,98,,,,,,,,,24.8,,,76.8,1
Frozen_Food,0.6,74.0,105,,,,,,,,,10.8,,,86.0,1
Frozen_Food,-1.4,76.2,66,,,,,,,,,22.8,,,75.1,1
Frozen_Food,-1.3,74.1,172,,,,,,,,,12.1,,,94.4,1
Frozen_Food,-4.1,71.1,106,,,,,,,,,19.8,,,81.6,1
Frozen_Food,3.6,70.9,119,,,,,,,,,23.9,,,71.5,1
Frozen_Food,-1.7,68.5,143,,,,,,,,,21.1,,,77.0,1
Frozen_Food,-2.1,74.6,74,,,,,,,,,21.8,,,89.7,1
Frozen_Food,-1.5,77.1,129,,,,,,,,,20.4,,,83.8,1
Frozen_Food,-4.3,66.4,74,,,,,,,,,11.2,,,83.0,1
Frozen_Food,-3.2,62.3,108,,,,,,,,,15.0,,,75.2,1
Frozen_Food,0.1,68.2,143,,,,,,,,,13.9,,,84.4,1
Frozen_Food,2.7,62.6,122,,,,,,,,,10.2,,,75.6,1
Frozen_Food,-3.8,75.4,164,,,,,,,,,10.3,,,82.6,1
Frozen_Food,1.6,75.6,132,,,,,,,,,13.4,,,83.2,1
Frozen_Food,-2.3,67.9,113,,,,,,,,,10.1,,,72.7,1
Frozen_Food,-2.8,78.4,160,,,,,,,,,19.8,,,87.3,1
Frozen_Food,-1.9,73.6,107,,,,,,,,,19.3,,,78.8,1
Frozen_Food,1.4,65.3,123,,,,,,,,,24.1,,,75.6,1
Frozen_Food,-3.3,75.7,176,,,,,,,,,12.2,,,85.4,1
Frozen_Food,-1.9,62.0,132,,,,,,,,,25.0,,,77.2,1
Frozen_Food,4.1,60.1,109,,,,,,,,,13.7,,,95.2,1
Frozen_Food,1.9,68.5,115,,,,,,,,,24.4,,,74.1,1
Baby_Food,6.5,80.1,4,6.55,,,,,,,,,,,12.2,0
Baby_Food,4.7,81.6,3,6.52,,,,,,,,,,,9.8,0
Baby_Food,4.3,85.2,6,6.33,,,,,,,,,,,15.6,0
Baby_Food,7.7,77.2,1,6.28,,,,,,,,,,,21.8,0
Baby_Food,5.4,85.6,3,6.30,,,,,,,,,,,18.0,0
Baby_Food,5.7,86.6,4,6.33,,,,,,,,,,,8.7,0
Baby_Food,7.1,78.5,5,6.55,,,,,,,,,,,19.1,0
Baby_Food,6.2,75.9,3,6.26,,,,,,,,,,,10.9,0
Baby_Food,6.4,86.4,3,6.40,,,,,,,,,,,8.9,0
Baby_Food,7.8,76.8,5,6.52,,,,,,,,,,,18.6,0
Baby_Food,7.8,83.8,6,6.45,,,,,,,,,,,17.3,0
Baby_Food,5.7,85.5,6,6.32,,,,,,,,,,,9.6,0
Baby_Food,7.2,81.5,5,6.48,,,,,,,,,,,21.0,0
Baby_Food,4.1,79.4,2,6.27,,,,,,,,,,,8.0,0
Baby_Food,4.5,82.7,4,6.47,,,,,,,,,,,14.1,0
Baby_Food,5.3,86.4,3,6.35,,,,,,,,,,,22.8,0
Baby_Food,4.7,86.5,5,6.29,,,,,,,,,,,13.3,0
Baby_Food,5.4,76.8,3,6.26,,,,,,,,,,,5.6,0
Baby_Food,7.4,88.6,2,6.31,,,,,,,,,,,9.7,0
Baby_Food,4.2,87.9,4,6.29,,,,,,,,,,,6.4,0
Baby_Food,6.9,83.9,2,6.35,,,,,,,,,,,6.6,0
Baby_Food,6.4,77.4,3,6.36,,,,,,,,,,,11.4,0
Baby_Food,7.3,83.1,3,6.60,,,,,,,,,,,19.1,0
Baby_Food,7.6,81.4,3,6.53,,,,,,,,,,,18.0,0
Baby_Food,7.8,77.0,4,6.52,,,,,,,,,,,24.0,0
Baby_Food,5.0,83.2,4,6.58,,,,,,,,,,,12.2,0
Baby_Food,4.8,82.1,5,6.22,,,,,,,,,,,8.9,0
Baby_Food,7.6,85.7,4,6.57,,,,,,,,,,,22.0,0
Baby_Food,6.8,86.7,5,6.59,,,,,,,,,,,17.1,0
Baby_Food,6.0,76.8,4,6.44,,,,,,,,,,,9.4,0
Baby_Food,4.1,89.2,5,6.48,,,,,,,,,,,18.8,0
Baby_Food,7.0,80.9,2,6.51,,,,,,,,,,,15.1,0
Baby_Food,4.6,89.2,3,6.22,,,,,,,,,,,11.9,0
Baby_Food,4.7,89.1,5,6.48,,,,,,,,,,,18.7,0
Baby_Food,4.9,78.6,4,6.53,,,,,,,,,,,15.0,0
Baby_Food,4.5,85.1,3,6.22,,,,,,,,,,,6.8,0
Baby_Food,4.0,85.4,2,6.42,,,,,,,,,,,10.6,0
Baby_Food,6.1,79.8,3,6.58,,,,,,,,,,,14.9,0
Baby_Food,5.1,79.0,3,6.22,,,,,,,,,,,22.9,0
Baby_Food,4.8,80.2,5,6.47,,,,,,,,,,,20.5,0
Baby_Food,6.2,83.4,2,6.28,,,,,,,,,,,15.7,0
Baby_Food,7.4,87.4,4,6.26,,,,,,,,,,,13.3,0
Baby_Food,4.2,79.9,6,6.36,,,,,,,,,,,17.5,0
Baby_Food,4.3,85.1,1,6.54,,,,,,,,,,,14.1,0
Baby_Food,6.8,80.5,3,6.44,,,,,,,,,,,17.8,0
Baby_Food,6.9,79.2,6,6.58,,,,,,,,,,,9.5,0
Baby_Food,7.6,88.9,2,6.53,,,,,,,,,,,24.6,0
Baby_Food,7.5,78.0,5,6.52,,,,,,,,,,,6.7,0
Baby_Food,27.3,77.0,16,5.28,,,,,,,,,,,93.0,1
Baby_Food,32.9,79.6,26,5.16,,,,,,,,,,,90.6,1
Baby_Food,25.6,84.4,25,4.60,,,,,,,,,,,90.1,1
Baby_Food,25.4,83.2,21,5.38,,,,,,,,,,,90.6,1
Baby_Food,28.9,76.4,20,4.89,,,,,,,,,,,98.9,1
Baby_Food,26.2,85.0,24,5.93,,,,,,,,,,,97.1,1
Baby_Food,32.0,81.3,17,5.92,,,,,,,,,,,80.0,1
Baby_Food,29.4,81.1,21,4.88,,,,,,,,,,,85.3,1
Baby_Food,28.3,88.6,25,4.85,,,,,,,,,,,94.6,1
Baby_Food,26.1,87.9,18,5.91,,,,,,,,,,,81.4,1
Baby_Food,30.2,83.3,24,4.70,,,,,,,,,,,83.7,1
Baby_Food,31.8,82.8,29,5.02,,,,,,,,,,,76.7,1
Baby_Food,29.9,80.7,22,5.98,,,,,,,,,,,75.8,1
Baby_Food,26.6,75.2,34,5.45,,,,,,,,,,,95.5,1
Baby_Food,27.5,82.1,19,4.86,,,,,,,,,,,95.7,1
Baby_Food,33.0,85.4,18,5.69,,,,,,,,,,,98.0,1
Baby_Food,26.2,75.3,30,5.29,,,,,,,,,,,94.9,1
Baby_Food,29.3,82.9,30,5.58,,,,,,,,,,,99.9,1
Baby_Food,26.8,77.5,18,5.49,,,,,,,,,,,95.4,1
Baby_Food,25.7,83.8,28,5.64,,,,,,,,,,,99.6,1
Baby_Food,29.3,86.7,31,5.80,,,,,,,,,,,75.1,1
Baby_Food,27.8,80.0,34,5.60,,,,,,,,,,,84.5,1
Baby_Food,25.6,80.2,35,5.71,,,,,,,,,,,99.5,1
Baby_Food,32.9,85.8,16,4.59,,,,,,,,,,,77.7,1
Baby_Food,29.9,78.1,35,4.98,,,,,,,,,,,97.1,1
Baby_Food,26.6,86.2,19,5.91,,,,,,,,,,,95.1,1
Baby_Food,28.4,88.5,18,4.80,,,,,,,,,,,87.3,1
Baby_Food,26.0,78.9,35,5.29,,,,,,,,,,,89.4,1
Baby_Food,31.0,86.6,19,5.89,,,,,,,,,,,100.0,1
Baby_Food,28.3,76.6,26,4.65,,,,,,,,,,,95.9,1
Baby_Food,25.3,83.4,22,4.91,,,,,,,,,,,84.6,1
Baby_Food,29.2,80.2,28,5.47,,,,,,,,,,,76.2,1
Packaged_Snack,25.8,3.8,70,,,,,,,,,,2.2,,18.8,0
Packaged_Snack,22.7,2.1,31,,,,,,,,,,1.8,,22.1,0
Packaged_Snack,22.3,3.1,15,,,,,,,,,,2.3,,18.8,0
Packaged_Snack,24.3,4.4,49,,,,,,,,,,2.1,,23.7,0
Packaged_Snack,23.2,3.3,68,,,,,,,,,,1.5,,16.3,0
Packaged_Snack,26.2,2.7,64,,,,,,,,,,1.6,,28.1,0
Packaged_Snack,22.2,3.9,67,,,,,,,,,,2.4,,10.5,0
Packaged_Snack,25.2,4.2,39,,,,,,,,,,1.3,,29.7,0
Packaged_Snack,23.3,3.2,11,,,,,,,,,,0.9,,15.4,0
Packaged_Snack,24.2,3.5,65,,,,,,,,,,2.1,,23.5,0
Packaged_Snack,26.0,2.0,45,,,,,,,,,,1.1,,27.7,0
Packaged_Snack,26.3,4.5,61,,,,,,,,,,1.1,,25.9,0
Packaged_Snack,25.5,4.0,32,,,,,,,,,,2.1,,10.2,0
Packaged_Snack,24.4,4.5,68,,,,,,,,,,1.3,,33.5,0
Packaged_Snack,24.0,4.3,24,,,,,,,,,,0.8,,10.8,0
Packaged_Snack,26.3,4.8,67,,,,,,,,,,1.5,,19.0,0
Packaged_Snack,22.2,4.8,69,,,,,,,,,,1.4,,22.8,0
Packaged_Snack,26.8,3.0,65,,,,,,,,,,0.5,,20.8,0
Packaged_Snack,25.3,2.4,40,,,,,,,,,,0.9,,24.9,0
Packaged_Snack,25.6,3.3,50,,,,,,,,,,0.5,,17.9,0
Packaged_Snack,24.4,4.9,39,,,,,,,,,,0.9,,12.9,0
Packaged_Snack,22.3,3.5,50,,,,,,,,,,0.6,,29.6,0
Packaged_Snack,22.3,2.4,67,,,,,,,,,,2.3,,13.4,0
Packaged_Snack,23.8,2.3,26,,,,,,,,,,1.5,,30.2,0
Packaged_Snack,25.0,4.1,36,,,,,,,,,,1.1,,24.3,0
Packaged_Snack,24.7,4.6,25,,,,,,,,,,1.0,,10.7,0
Packaged_Snack,24.5,3.1,20,,,,,,,,,,2.0,,10.8,0
Packaged_Snack,25.2,3.3,41,,,,,,,,,,0.9,,24.1,0
Packaged_Snack,23.2,4.6,34,,,,,,,,,,1.2,,30.7,0
Packaged_Snack,24.2,4.0,18,,,,,,,,,,2.3,,21.9,0
Packaged_Snack,22.6,3.6,37,,,,,,,,,,0.8,,25.0,0
Packaged_Snack,25.9,2.2,62,,,,,,,,,,1.7,,19.2,0
Packaged_Snack,23.2,4.8,60,,,,,,,,,,2.3,,23.4,0
Packaged_Snack,24.0,3.6,48,,,,,,,,,,1.0,,14.9,0
Packaged_Snack,26.0,3.8,44,,,,,,,,,,1.3,,27.8,0
Packaged_Snack,25.6,4.4,59,,,,,,,,,,1.6,,18.7,0
Packaged_Snack,25.1,2.6,53,,,,,,,,,,1.4,,33.7,0
Packaged_Snack,24.0,2.8,58,,,,,,,,,,1.4,,32.8,0
Packaged_Snack,26.1,2.8,22,,,,,,,,,,0.5,,30.0,0
Packaged_Snack,24.8,2.2,51,,,,,,,,,,0.9,,16.3,0
Packaged_Snack,26.1,2.0,53,,,,,,,,,,0.6,,20.3,0
Packaged_Snack,26.2,3.1,68,,,,,,,,,,1.0,,11.0,0
Packaged_Snack,25.7,4.0,51,,,,,,,,,,0.7,,27.6,0
Packaged_Snack,23.6,3.4,54,,,,,,,,,,2.4,,26.0,0
Packaged_Snack,24.1,2.3,31,,,,,,,,,,1.7,,33.6,0
Packaged_Snack,24.4,2.7,16,,,,,,,,,,0.7,,19.5,0
Packaged_Snack,26.6,4.3,36,,,,,,,,,,2.0,,28.3,0
Packaged_Snack,22.1,2.0,24,,,,,,,,,,2.5,,17.8,0
Packaged_Snack,38.1,11.6,120,,,,,,,,,,8.1,,78.9,1
Packaged_Snack,40.4,8.4,205,,,,,,,,,,9.6,,67.9,1
Packaged_Snack,33.5,10.8,218,,,,,,,,,,9.1,,75.3,1
Packaged_Snack,41.8,8.4,145,,,,,,,,,,7.8,,83.7,1
Packaged_Snack,33.4,16.0,163,,,,,,,,,,7.7,,67.1,1
Packaged_Snack,35.9,15.1,141,,,,,,,,,,9.1,,92.3,1
Packaged_Snack,35.2,14.0,194,,,,,,,,,,5.9,,89.6,1
Packaged_Snack,38.7,11.2,147,,,,,,,,,,6.6,,70.9,1
Packaged_Snack,41.7,12.1,182,,,,,,,,,,6.4,,72.4,1
Packaged_Snack,34.9,15.5,143,,,,,,,,,,9.6,,71.1,1
Packaged_Snack,34.5,12.7,177,,,,,,,,,,10.6,,82.7,1
Packaged_Snack,34.5,9.4,212,,,,,,,,,,6.8,,87.7,1
Packaged_Snack,33.4,13.4,203,,,,,,,,,,10.1,,68.7,1
Packaged_Snack,33.5,12.0,208,,,,,,,,,,11.1,,83.9,1
Packaged_Snack,40.5,10.5,138,,,,,,,,,,6.2,,91.4,1
Packaged_Snack,41.2,9.7,208,,,,,,,,,,9.1,,65.2,1
Packaged_Snack,38.8,13.5,177,,,,,,,,,,5.6,,79.4,1
Packaged_Snack,32.6,12.7,186,,,,,,,,,,9.7,,74.4,1
Packaged_Snack,34.9,13.8,214,,,,,,,,,,9.7,,70.6,1
Packaged_Snack,41.8,14.2,187,,,,,,,,,,8.9,,67.0,1
Packaged_Snack,40.5,12.7,199,,,,,,,,,,11.0,,91.3,1
Packaged_Snack,36.1,12.7,162,,,,,,,,,,7.8,,94.4,1
Packaged_Snack,35.1,15.3,160,,,,,,,,,,6.6,,70.7,1
Packaged_Snack,32.3,14.6,213,,,,,,,,,,7.8,,69.8,1
Packaged_Snack,41.1,9.0,191,,,,,,,,,,7.2,,85.9,1
Packaged_Snack,32.7,9.1,180,,,,,,,,,,8.2,,89.4,1
Packaged_Snack,35.8,14.7,205,,,,,,,,,,9.3,,86.0,1
Packaged_Snack,38.7,13.8,181,,,,,,,,,,9.5,,88.2,1
Packaged_Snack,36.9,15.1,212,,,,,,,,,,7.1,,89.5,1
Packaged_Snack,39.3,10.5,153,,,,,,,,,,6.6,,79.7,1
